peak_index,time_ms,peak_voltage_mV,prominence_mV,pass_p8_h-30,pass_p8_h-20,pass_p8_h-10,pass_p10_h-30,pass_p10_h-20,pass_p10_h-10,pass_p12_h-30,pass_p12_h-20,pass_p12_h-10,pass_p15_h-30,pass_p15_h-20,pass_p15_h-10,pass_primary,pass_strict_height,event_class,group,cell_id,abf_path,sweep_index,current_pA,onset_ms,offset_ms,inside_stimulus_window,inside_steady_window
2750,275.0,12.725830078125,11.749267578125,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,0
2829,282.90000000000003,20.99609375,52.42919921875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,0
3228,322.8,12.908935546875,11.90185546875,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,0
3302,330.2,22.674560546875,54.107666015625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,0
3774,377.40000000000003,12.969970703125,12.420654296875,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,0
3849,384.90000000000003,22.796630859375,54.412841796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,0
4500,450.0,13.36669921875,14.373779296875,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,0
4582,458.2,23.040771484375,55.694580078125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,0
5410,541.0,12.8173828125,18.463134765625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,0
5519,551.9000000000001,26.123046875,59.50927734375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,0
6483,648.3,12.908935546875,19.83642578125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,1
6602,660.2,26.85546875,60.150146484375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,1
7733,773.3,12.908935546875,18.4326171875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,1
7840,784.0,26.67236328125,59.844970703125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,1
8973,897.3000000000001,13.0615234375,20.6298828125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,1
9090,909.0,27.191162109375,97.71728515625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,1
10225,1022.5,13.031005859375,22.15576171875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,1
10356,1035.6000000000001,26.55029296875,59.63134765625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,10,500.0,131.20000000000002,1131.2,1,1
2168,216.8,24.871826171875,56.854248046875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,0
2638,263.8,13.336181640625,11.5966796875,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,0
2715,271.5,22.003173828125,52.67333984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,0
3088,308.8,13.092041015625,12.14599609375,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,0
3163,316.3,23.3154296875,54.290771484375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,0
3584,358.4,13.458251953125,13.18359375,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,0
3662,366.20000000000005,22.76611328125,53.741455078125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,0
4246,424.6,13.0615234375,15.045166015625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,0
4339,433.90000000000003,22.430419921875,53.89404296875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,0
5184,518.4,13.519287109375,19.927978515625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,0
5303,530.3,26.336669921875,58.563232421875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,0
6228,622.8000000000001,12.908935546875,21.942138671875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,1
6384,638.4000000000001,27.9541015625,60.089111328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,1
7441,744.1,13.153076171875,21.66748046875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,1
7578,757.8000000000001,28.533935546875,60.638427734375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,1
8564,856.4000000000001,13.153076171875,23.895263671875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,1
8766,876.6,28.106689453125,59.814453125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,1
9856,985.6,13.214111328125,23.773193359375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,1
10005,1000.5,28.656005859375,60.089111328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,1
11059,1105.9,13.092041015625,23.956298828125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,1
11222,1122.2,28.74755859375,96.649169921875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,11,550.0,131.20000000000002,1131.2,1,1
2300,230.0,28.961181640625,57.6171875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,0
2770,277.0,16.05224609375,10.07080078125,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,0
2840,284.00000000000006,26.824951171875,53.89404296875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,0
3216,321.6,16.326904296875,10.31494140625,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,0
3283,328.3,27.435302734375,54.74853515625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,0
3711,371.1,16.448974609375,11.505126953125,1,1,1,1,1,1,0,0,0,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,0
3785,378.5,26.4892578125,54.3212890625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,0
4366,436.6,16.54052734375,12.26806640625,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,0
4444,444.40000000000003,25.970458984375,54.19921875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,0
5337,533.7,16.571044921875,14.801025390625,1,1,1,1,1,1,1,1,1,0,0,0,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,0
5420,542.0,27.34375,55.938720703125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,0
6478,647.8000000000001,16.693115234375,20.01953125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,1
6589,658.9000000000001,30.609130859375,59.112548828125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,1
7632,763.2,16.7236328125,22.705078125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,1
7781,778.1,31.6162109375,59.783935546875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,1
8866,886.6,16.204833984375,22.735595703125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,1
9016,901.6,32.28759765625,106.414794921875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,1
10135,1013.5000000000001,16.143798828125,21.8505859375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,1
10268,1026.8000000000002,32.28759765625,106.414794921875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,1,1
11284,1128.4,16.66259765625,44.43359375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_01,/root/neurothermo/WT/cc_01.abf,12,600.0,131.20000000000002,1131.2,0,0
2902,290.2,-18.341064453125,21.484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
2937,293.7,-15.5029296875,24.749755859375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
2975,297.5,-18.85986328125,14.984130859375,1,1,0,1,1,0,1,1,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
3379,337.90000000000003,-16.082763671875,19.53125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
4310,431.0,-8.941650390625,35.675048828125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
4395,439.5,-18.463134765625,12.20703125,1,1,0,1,1,0,1,1,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
4554,455.40000000000003,-6.28662109375,39.61181640625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
4660,466.0,-16.632080078125,17.822265625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
4821,482.1,-5.523681640625,40.34423828125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
4922,492.20000000000005,-16.9677734375,16.90673828125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
5062,506.2,-5.096435546875,40.8935546875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
5172,517.2,-16.876220703125,17.51708984375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
5317,531.7,-5.096435546875,40.8935546875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
5438,543.8000000000001,-16.41845703125,18.768310546875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
5585,558.5,-5.0048828125,64.5751953125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
5758,575.8,-15.228271484375,21.78955078125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
5818,581.8,-18.1884765625,9.33837890625,1,1,0,0,0,0,0,0,0,0,0,0,0,0,relaxed_only,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
5922,592.2,-5.43212890625,39.97802734375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,0
6051,605.1000000000001,-16.17431640625,20.263671875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,1
6225,622.5,-5.06591796875,40.95458984375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,4,200.0,131.20000000000002,1131.2,1,1
2281,228.1,-18.00537109375,20.721435546875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
2313,231.3,-15.533447265625,23.8037109375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
2349,234.9,-19.04296875,13.916015625,1,1,0,1,1,0,1,1,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
2721,272.1,-15.80810546875,18.4326171875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
3627,362.70000000000005,-8.392333984375,35.400390625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
3705,370.5,-19.04296875,10.162353515625,1,1,0,1,1,0,0,0,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
3848,384.8,-6.04248046875,39.276123046875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
3946,394.6,-16.754150390625,17.15087890625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
4106,410.6,-4.82177734375,40.52734375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
4209,420.9,-16.448974609375,16.693115234375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
4352,435.20000000000005,-4.69970703125,40.6494140625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
4458,445.8,-16.17431640625,17.242431640625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
4601,460.1,-4.57763671875,40.83251953125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
4718,471.8,-16.05224609375,18.341064453125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
4864,486.4,-4.669189453125,40.6494140625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
4988,498.8,-16.143798828125,19.4091796875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
5144,514.4000000000001,-4.33349609375,64.8193359375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
5383,538.3,-14.678955078125,23.193359375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
5445,544.5,-16.357421875,13.702392578125,1,1,0,1,1,0,1,1,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
5572,557.2,-5.584716796875,38.4521484375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
5671,567.1,-16.937255859375,15.80810546875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
5862,586.2,-4.5166015625,40.740966796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,0
7162,716.2,-17.059326171875,22.03369140625,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
7205,720.5,-15.228271484375,17.9443359375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
7325,732.5,-9.1552734375,40.10009765625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
7431,743.1,-14.984130859375,23.25439453125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
8416,841.6,-16.4794921875,22.216796875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
8455,845.5,-15.9912109375,16.571044921875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
8570,857.0000000000001,-7.87353515625,30.975341796875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
8683,868.3000000000001,-23.13232421875,15.533447265625,1,0,0,1,0,0,1,0,0,1,0,0,0,0,relaxed_only,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
9025,902.5000000000001,-16.204833984375,15.472412109375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
9168,916.8000000000001,-5.18798828125,39.031982421875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
9537,953.7,-14.16015625,22.39990234375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
9604,960.4,-16.815185546875,11.23046875,1,1,0,1,1,0,0,0,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
9698,969.8,-5.645751953125,37.7197265625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
9785,978.5,-18.24951171875,15.0146484375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
10056,1005.6,-4.45556640625,45.2880859375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,5,250.0,131.20000000000002,1131.2,1,1
2092,209.2,-18.096923828125,19.989013671875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,6,300.0,131.20000000000002,1131.2,1,0
2124,212.4,-15.13671875,22.918701171875,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,6,300.0,131.20000000000002,1131.2,1,0
2158,215.8,-18.73779296875,13.00048828125,1,1,0,1,1,0,1,1,0,0,0,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,6,300.0,131.20000000000002,1131.2,1,0
2531,253.1,-15.472412109375,17.02880859375,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,6,300.0,131.20000000000002,1131.2,1,0
3375,337.5,-7.62939453125,35.09521484375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,6,300.0,131.20000000000002,1131.2,1,0
3571,357.1,-5.18798828125,39.12353515625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,6,300.0,131.20000000000002,1131.2,1,0
3667,366.70000000000005,-16.05224609375,16.11328125,1,1,0,1,1,0,1,1,0,1,1,0,1,0,primary_lost_at_minus10,WT,WT_02,/root/neurothermo/WT/cc_02.abf,6,300.0,131.20000000000002,1131.2,1,0
3823,382.3,-4.33349609375,40.1611328125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,primary_and_strict,WT,WT_02,/root/neurothermo/WT/cc_02.abf,6,300.0,131.20000000000002,1131.2,1,0
